,sensorValue
6122,0.06044618529904944
6123,0.02718837279904962
6124,-0.012466412357200474
6125,0.0033407165490495494
6126,0.05146303100217442
6127,0.053598040767799615
6128,-0.003120709232200536
6129,-0.043621441654075443
6130,-0.018468609622825483
6131,0.022483294674049414
6132,0.009729632564674517
6133,-0.038239605716575475
6134,-0.0419617736853255
6135,0.020815570064674604
6136,0.07954848022092453
6137,0.07071840209592462
6138,0.026318255611549546
6139,0.01981654662717447
6140,0.05155165404904949
6141,0.04846596068967446
6142,-0.018678082279075525
6143,-0.0830989807165754
6144,-0.07756406860720033
6145,-0.02989292602907545
6146,-0.012458355716575387
6147,-0.028813336185325333
6148,-0.01883921509157549
6149,0.029516741939674462
6150,0.04908632201779972
6151,-0.0009293029822003973
6152,-0.06308628540407546
6153,-0.06042759399782538
6154,-0.0056666076697005074
6155,0.023788470455299526
6156,0.004565325924049457
6157,-0.005199322513450566
6158,0.029814837642799574
6159,0.05813392943967455
6160,0.024481341549049462
6161,-0.03490415649782541
6162,-0.037208355716575436
6163,0.028211566158424572
6164,0.08125648803342456
6165,0.06158217162717472
6166,0.010341937252174471
6167,0.0057174255334244695
6168,0.04636317748654961
6169,0.05602308959592461
6170,0.0054032165490496276
6171,-0.03807847290407551
6172,-0.012119976810325506
6173,0.044534320064674615
6174,0.048522357174049624
6175,-0.00445811157595033
6176,-0.035629254154075474
6177,-0.003177105716575479
6178,0.03777479858029942
6179,0.024392718502174615
6180,-0.01667197876345039
6181,-0.012192486575950623
6182,0.041835345455299544
6183,0.06530433959592452
6184,0.006233050533424489
6185,-0.0792237365759505
6186,-0.09014048462282553
6187,-0.0060130432165754755
6188,0.08013661498654967
6189,0.06913930053342443
6190,-0.024575543216575513
6191,-0.09146983032595046
6192,-0.05742246704470033
6193,0.029919573970924374
6194,0.062146136470924374
6195,0.0063861267052995885
6196,-0.06083042602907551
6197,-0.06568858032595037
6198,-0.03480747681032548
6199,-0.04089024048220047
6200,-0.08413828735720053
6201,-0.09213853149782558
6202,-0.03639463501345053
6203,0.015038958736549368
6204,-0.006182232669700527
6205,-0.0675496643103255
6206,-0.08167295532595054
6207,-0.029046978763450415
6208,0.02033217162717449
6209,0.01338734740842451
6210,-0.014311383060325422
6211,-0.008067486575950467
6212,0.012501116939674484
6213,-0.01065366821657543
6214,-0.06933823852907528
6215,-0.08700645141970043
6216,-0.027403424075950422
6217,0.0446471130334245
6218,0.045839495845924505
6219,-0.011467388919700339
6220,-0.04433042602907533
6221,-0.026323834232200527
6222,-0.018049664310325397
6223,-0.05775278931032557
6224,-0.09312949829470063
6225,-0.06161997681032538
6226,0.008464739986549619
6227,0.03223988647092457
6228,-0.010863140872825472
6229,-0.04806065063845044
6230,-0.017952984622825463
6231,0.04127943725217453
6232,0.04880433959592456
6233,0.0012379333459244801
6234,-0.024978375247825424
6235,0.0074173767052996276
6236,0.038572406002174375
6237,0.004138323970924507
6238,-0.06269956665407528
6239,-0.07305234985720044
6240,-0.006568951419700486
6241,0.05754579467404963
6242,0.0484176208459246
6243,-0.002782330325950433
6244,-0.02040220337282528
6245,0.0007545349084245867
6246,0.00556434936154937
6247,-0.014939801029075328
6248,-0.006802593997825568
6249,0.04878016967404952
6250,0.08907142943967461
6251,0.057537738033424546
6252,-0.006311138919700587
6253,-0.01757432251345037
6254,0.030684954830299427
6255,0.057005999752174574
6256,0.015288714595924624
6257,-0.03604819946657534
6258,-0.024462750247825626
6259,0.026785540767799487
6260,0.035019427486549626
6261,-0.01481089477907549
6262,-0.04809287720095057
6263,-0.017542095950950465
6264,0.023917376705299587
6265,0.00734486693967451
6266,-0.044282086185325475
6267,-0.05125108032595049
6268,0.0012459899865495672
6269,0.041964251705299604
6270,0.024433001705299606
6271,-0.003555767825950573
6272,0.022821673580299517
6273,0.07970155639279963
6274,0.08186879272092451
6275,0.009149554439674468
6276,-0.05788169556032563
6277,-0.04952695923220052
6278,-0.001130718997825575
6279,0.007369036861549549
6280,-0.027693463138450447
6281,-0.036765240482200534
6282,0.004291400142799606
6283,0.02946034545529952
6284,-0.014649761966575525
6285,-0.08125401001345045
6286,-0.08827940063845041
6287,-0.035605084232200435
6288,-0.0006392639197003724
6289,-0.02215855102907538
6290,-0.04955918579470042
6291,-0.032068218997825415
6292,-0.0017913635290753849
6293,-0.015262066654075479
6294,-0.05308799438845058
6295,-0.04662656860720049
6296,0.011357073970924558
6297,0.04981947631467443
6298,0.02602821654904952
6299,-0.011902447513450376
6300,-0.006722027591575586
6301,0.015546527095924523
6302,-0.006834820560325472
6303,-0.06353745727907545
6304,-0.07799107056032528
6305,-0.019540142825950513
6306,0.045581683345924606
6307,0.04384144897092446
6308,-0.0030723693884504577
6309,-0.01543125610720053
6310,0.023256732174049555
6311,0.04732997436154962
6312,0.018688616939674496
6313,-0.012224713138450527
6314,0.01231581420529948
6315,0.06266176147092462
6316,0.06287929076779952
6317,0.008601702877174544
6318,-0.025663189700950495
6319,-0.00357993774782539
6320,0.020557757564674484
6321,-0.004562847904075573
6322,-0.04213096313845033
6323,-0.024076031497825445
6324,0.037758685299049466
6325,0.05725575561154961
6326,-0.0032576721228254613
6327,-0.07523569946657549
6328,-0.07946543579470045
6329,-0.034082379154075415
6330,-0.018049664310325397
6331,-0.049680035404075396
6332,-0.06248203735720037
6333,-0.009122906497825323
6334,0.05989027709592443
6335,0.06083290404904962
6336,-0.0032737854040754133
6337,-0.04560337524782554
6338,-0.020974224857200463
6339,0.013862689205299539
6340,-0.003789410404075433
6341,-0.04378257446657563
6342,-0.035629254154075474
6343,0.015522357174049484
6344,0.029726214595924505
6345,-0.029989605716575385
6346,-0.0955626037634505
6347,-0.08019053345095051
6348,0.002228900142799528
6349,0.05412172240842472
6350,0.03036268920529972
6351,-0.007511578372825456
6352,0.0034212829552995316
6353,0.03327919311154948
6354,0.01909144897092463
6355,-0.025300640872825575
6356,-0.027395367435325335
6357,0.02489223022092446
6358,0.05543495483029948
6359,0.015312884517799663
6360,-0.041712017825950465
6361,-0.04341196899782562
6362,-0.00752769165407563
6363,-0.006480328372825417
6364,-0.047843121341575534
6365,-0.06275596313845044
6366,-0.022069927982200532
6367,0.009439593502174493
6368,-0.027991558841575337
6369,-0.09213853149782558
6370,-0.09328257446657551
6371,-0.023342877200950518
6372,0.029444232174049567
6373,0.007481829830299436
6374,-0.03859409790407553
6375,-0.03736948852907562
6376,-0.005537701419700447
6377,-0.01029111938845051
6378,-0.053176617435325424
6379,-0.06431089477907537
6380,-0.016897564700950385
6381,0.022483294674049414
6382,-0.007116802982200632
6383,-0.06576109009157549
6384,-0.06783970337282552
6385,-0.0050059631384504755
6386,0.041593646236549375
6387,0.01702894897092455
6388,-0.032261578372825506
6389,-0.03090000610720045
6390,0.014620013424049505
6391,0.028525775142799414
6392,-0.01800132446657554
6393,-0.06001670532595038
6394,-0.030916119388450625
6395,0.03725917358029962
6396,0.052590960689674615
6397,-0.006198345950950479
6398,-0.06047593384157546
6399,-0.04995396118532547
6400,-0.017711285404075516
6401,-0.0353231018103255
6402,-0.08850498657595063
6403,-0.09605405884157547
6404,-0.02989292602907545
6405,0.0396117126427995
6406,0.04049794311154953
6407,-0.0009856994665755625
6408,-0.0023472717322003955
6409,0.05350136108029946
6410,0.09164955443967449
6411,0.053871966549049466
6412,-0.014190533450950449
6413,-0.027685406497825582
6414,0.01664223022092437
6415,0.04696742553342448
6416,0.03421376342404958
6417,0.030096820064674512
6418,0.07189467162717467
6419,0.11030067748654937
6420,0.07741347045529956
6421,-0.004441998294700378
6422,-0.04356504516970028
6423,-0.007463238529075378
6424,0.03367396850217452
6425,0.01621522826779942
6426,-0.025034771732200367
6427,-0.01956431274782533
6428,0.025697894283424505
6429,0.03577675170529937
6430,-0.01654307251345033
6431,-0.06340049438845052
6432,-0.03467051391970033
6433,0.03867714233029962
6434,0.061783587642799676
6435,0.008674212642799661
6436,-0.04456406860720041
6437,-0.03615293579470058
6438,-0.005876080325950328
6439,-0.023689312747825486
6440,-0.07600108032595054
6441,-0.08316343384157543
6442,-0.01858140259157537
6443,0.047338031002174485
6444,0.045621966549049375
6445,0.004307513424049558
6446,-0.0019202697790754453
6447,0.032723284908424466
6448,0.04241542358029937
6449,-0.00029282837282562646
6450,-0.03615293579470058
6451,-0.007858013919700424
6452,0.048691546627174676
6453,0.053678607174049375
6454,0.003485736080299562
6455,-0.02426133423220045
6456,0.009399310299049501
6457,0.04293910522092448
6458,0.006096087642799564
6459,-0.07064341431032539
6460,-0.09396738891970058
6461,-0.04208262329470047
6462,0.005491839595924475
6463,-0.009848004154075385
6464,-0.04371812134157538
6465,-0.030247418216575506
6466,0.01072865600217443
6467,0.009777972408424374
6468,-0.03512974243532563
6469,-0.05141221313845046
6470,-0.00880869751345048
6471,0.026495501705299462
6472,-0.007970806888450532
6473,-0.07212583618532542
6474,-0.08348569946657558
6475,-0.04304942016970048
6476,-0.028998638919700337
6477,-0.06965244751345057
6478,-0.10029990845095038
6479,-0.07031309204470038
6480,-0.02584043579470041
6481,-0.03641074829470048
6482,-0.08310703735720049
6483,-0.08840025024782538
6484,-0.041607281497825443
6485,-0.015672955325950477
6486,-0.04715830688845046
6487,-0.07945737915407558
6488,-0.06006504516970046
6489,-0.02852329712282553
6490,-0.05306382446657554
6491,-0.11767808227907528
6492,-0.14000303345095033
6493,-0.09628770141970033
6494,-0.060806256107200474
6495,-0.09491001587282533
6496,-0.15477891235720054
6497,-0.15639024048220063
6498,-0.09676304321657558
6499,-0.05403867798220041
6500,-0.07077232056032545
6501,-0.09768955688845038
6502,-0.08096397095095043
6503,-0.050300396732200436
6504,-0.06500376587282553
6505,-0.10787315063845049
6506,-0.10067051391970039
6507,-0.020394146732200413
6508,0.06207362670529948
6509,0.08462416381467452
6510,0.08136122436154958
6511,0.11973500365842438
6512,0.18714491576779957
6513,0.20604579467404927
6514,0.15819740600217447
6515,0.12395668334592447
6516,0.17040321654904966
6517,0.2567301208459247
6518,0.29800429076779955
6519,0.28726478881467465
6520,0.2927352477990497
6521,0.3415020935021744
6522,0.36842738647092443
6523,0.31020204467404944
6524,0.2039510681115495
6525,0.1395382263146745
6526,0.13613026733029954
6527,0.12491542358029961
6528,0.05954384154904946
6529,-0.013731304935325372
6530,-0.02666221313845063
6531,0.007522113033424427
6532,0.01139735717404955
6533,-0.042590191654075626
6534,-0.09270249634157546
6535,-0.08329234009157549
6536,-0.05149277954470044
6537,-0.07170689087282534
6538,-0.1383755920447005
6539,-0.1697078674353254
6540,-0.13185776977907548
6541,-0.09181626587282543
6542,-0.11498716431032552
6543,-0.16671079712282544
6544,-0.1666946838415755
6545,-0.10896079712282547
6546,-0.06870176391970051
6547,-0.08922202759157538
6548,-0.11936192016970049
6549,-0.09418491821657549
6550,-0.03527476196657542
6551,-0.015342633060325461
6552,-0.043041363529075394
6553,-0.053192730716575376
6554,-0.014536968997825417
6555,0.01988099975217472
6556,-0.00046201782595045593
6557,-0.04283994751345044
6558,-0.05154111938845052
6559,-0.04355698852907541
6560,-0.07322153931032549
6561,-0.1287962463415755
6562,-0.13741685181032537
6563,-0.07523569946657549
6564,-0.014939801029075328
6565,-0.03216489868532557
6566,-0.10143589477907544
6567,-0.13549937134157553
6568,-0.11306968384157545
6569,-0.10636655884157542
6570,-0.16653355102907552
6571,-0.24119443970095045
6572,-0.24572227173220051
6573,-0.18132554321657546
6574,-0.13108433227907557
6575,-0.1412920959509505
6576,-0.16090195923220052
6577,-0.12537217407595058
6578,-0.05904185181032551
6579,-0.03974619751345054
6580,-0.07613804321657547
6581,-0.09312949829470063
6582,-0.052451519779075584
6583,-0.012200543216575488
6584,-0.02892612915407544
6585,-0.06324741821657542
6586,-0.03842490845095048
6587,0.03990980834592461
6588,0.08611464233029942
6589,0.05907655639279952
6590,0.02365150756467438
6591,0.05920546264279958
6592,0.1456532165490496
6593,0.19017421264279943
6594,0.16087221068967472
6595,0.12997499389279943
6596,0.16216932983029952
6597,0.2210794860802996
6598,0.23354310912717446
6599,0.2054898864709247
6600,0.2115645935021746
6601,0.27715370483029944
6602,0.3283778259240495
6603,0.29021351928342454
6604,0.1930907165490494
6605,0.1302892028771745
6606,0.12968495483029963
6607,0.12578554076779946
6608,0.06707680053342457
6609,-0.004530621341575447
6610,-0.02037803345095046
6611,0.007530169674049514
6612,0.007659075924049574
6613,-0.036096539310325415
6614,-0.06149912720095063
6615,-0.03119810181032534
6616,0.003888568111549473
6617,-0.017985211185325367
6618,-0.07194859009157528
6619,-0.08301841431032542
6620,-0.040680767825950426
6621,-0.013836041263450394
6622,-0.04345225220095039
6623,-0.07838584595095033
6624,-0.05274155884157539
6625,0.009399310299049501
6626,0.0224913513146745
6627,-0.034171002200950484
6628,-0.08927036743532546
6629,-0.09294419556032563
6630,-0.08176963501345047
6631,-0.09785068970095057
6632,-0.10819541626345042
6633,-0.057398297122825515
6634,0.02950062865842451
6635,0.05995473022092446
6636,-0.0012918518103255394
6637,-0.07863560181032558
6638,-0.08724009399782551
6639,-0.04339585571657545
6640,-0.026219097904075506
6641,-0.05465903931032545
6642,-0.06555161743532545
6643,-0.018758648685325507
6644,0.03355311889279955
6645,0.02129896850217472
6646,-0.035709820560325456
6647,-0.05382920532595037
6648,-0.009340435794700452
6649,0.031240863033424437
6650,0.01880946654904947
6651,-0.006609234622825477
6652,0.010100238033424525
6653,0.04459071654904956
6654,0.0331583435021745
6655,-0.017235943607200488
6656,-0.030891949466575586
6657,0.019373431392799567
6658,0.06281483764279949
6659,0.031845111080299526
6660,-0.03611265259157537
6661,-0.048503765872825566
6662,0.011985491939674464
6663,0.06179164428342454
6664,0.03509193725217452
6665,-0.023866558841575625
6666,-0.02950620727907549
6667,0.01818910522092443
6668,0.037758685299049466
6669,-0.006077496341575506
6670,-0.05001035766970041
6671,-0.033824566654075516
6672,0.006861468502174617
6673,-0.00024448852907532626
6674,-0.04930137329470052
6675,-0.06486680298220038
6676,-0.018887554935325568
6677,0.02647938842404951
6678,0.017294818111549537
6679,-0.01129819946657551
6680,-0.000486187747825495
6681,0.03201430053342458
6682,0.020533587642799667
6683,-0.03842490845095048
6684,-0.07064341431032539
6685,-0.030714703372825447
6686,0.02864662475217461
6687,0.03128114623654943
6688,-0.012756451419700499
6689,-0.025107281497825484
6690,0.022741107174049535
6691,0.06460341186154972
6692,0.03746864623654966
6693,-0.02339927368532546
6694,-0.03735337524782545
6695,0.002228900142799528
6696,0.02157289428342457
6697,-0.019451519779075443
6698,-0.06472984009157545
6699,-0.044048443607200394
6700,0.02118617553342461
6701,0.04969057006467459
6702,0.02273305053342467
6703,0.004202777095924537
6704,0.030781634517799583
6705,0.05215590209592458
6706,0.014869769283424539
6707,-0.044692974857200474
6708,-0.046707135013450474
6709,0.011727679439674565
6710,0.04676600951779952
6711,0.011630999752174631
6712,-0.03652354126345059
6713,-0.029884869388450586
6714,0.0067325622521745565
6715,0.002188616939674537
6716,-0.04343613891970044
6717,-0.0569148986853254
6718,-0.009187359622825575
6719,0.031377825924049585
6720,-0.0037571838415755288
6721,-0.07894175415407534
6722,-0.09912363891970033
6723,-0.04029404907595047
6724,0.024932513424049674
6725,0.039708392330299436
6726,0.03654213256467442
6727,0.06631141967404952
6728,0.10306581420529959
6729,0.07814662475217449
6730,-0.00493345337282558
6731,-0.05926743774782528
6732,-0.034211285404075475
6733,0.016400531002174423
6734,0.02141981811154947
6735,-0.002186138919700431
6736,0.016360247799049432
6737,0.08574403686154963
6738,0.1320777770959245
6739,0.10707802123654941
6740,0.05845619506467448
6741,0.05218812865842448
6742,0.07086342162717463
6743,0.048095355220924674
6744,-0.01821885376345045
6745,-0.05232261352907552
6746,-0.009203472904075527
6747,0.056957659908424496
6748,0.07000136108029942
6749,0.038322650142799564
6750,0.02547230834592451
6751,0.04032875365842448
6752,0.029669818111549562
6753,-0.02138511352907546
6754,-0.05183921509157563
6755,-0.014633648685325573
6756,0.04396229858029943
6757,0.04404286498654941
6758,-0.011040386966575388
6759,-0.03946421509157538
6760,-0.0043614318884503955
6761,0.031152239986549368
6762,0.0024383727990495707
6763,-0.0563187072790754
6764,-0.06114463501345058
6765,2.138061154943749e-05
6766,0.050963519283424574
6767,0.03771034545529961
6768,0.0020435974084245245
6769,0.010583636470924418
6770,0.048111468502174626
6771,0.04007094115842458
6772,-0.02586460571657545
6773,-0.07408359985720048
6774,-0.056922955325950486
6775,-0.022722515872825477
6776,-0.02907920532595054
6777,-0.049317486575950475
6778,-0.02087754516970053
6779,0.04388173217404967
6780,0.06253285522092455
6781,0.004637835689674574
6782,-0.056713482669700443
6783,-0.046296246341575475
6784,0.007465716549049484
6785,0.014531390377174436
6786,-0.04613511352907551
6787,-0.09467637329470047
6788,-0.0627720764197004
6789,0.010486956783424484
6790,0.035937884517799557
6791,0.0003033630334243753
6792,-0.024003521732200328
6793,0.004670062252174478
6794,0.03448768920529943
6795,0.00871449584592443
6796,-0.03828794556032533
6797,-0.03473496704470058
6798,0.013258441158424672
6799,0.03186122436154948
6800,-0.0015496643103254382
6801,-0.023955181888450472
6802,0.007554339595924553
6803,0.04355140990842443
6804,0.022829730220924604
6805,-0.025510113529075396
6806,-0.02381016235720046
6807,0.03262660522092453
6808,0.06458729858029955
6809,0.029121966549049416
6810,-0.01613218384157533
6811,-0.003845806888450376
6812,0.04156947631467456
6813,0.04779725951779956
6814,0.010317767330299432
6815,-0.0013079650915754915
6816,0.046202044674049425
6817,0.09422767943967458
6818,0.08057167358029949
6819,0.032916644283424557
6820,0.01660194701779938
6821,0.02846937865842447
6822,0.013701556392799574
6823,-0.030142681888450484
6824,-0.03844102173220043
6825,0.01910756225217458
6826,0.07850111693967454
6827,0.06310487670529952
6828,-0.007100689700950458
6829,-0.04142197876345044
6830,-0.004401715091575387
6831,0.04016762084592451
6832,0.028936663814674413
6833,-0.008317242435325278
6834,0.0008753845177995601
6835,0.05540272826779957
6836,0.07536708373654943
6837,0.02268471068967437
6838,-0.03801401977907548
6839,-0.03469468384157537
6840,0.0063780700646745014
6841,0.0023175231896743753
6842,-0.06037925415407552
6843,-0.10539976196657541
6844,-0.08378379516970047
6845,-0.04476548462282537
6846,-0.04984116821657558
6847,-0.07257700806032563
6848,-0.04427402954470039
6849,0.028791644283424622
6850,0.06196889037717446
6851,0.014845599361549722
6852,-0.04651377563845038
6853,-0.04324277954470057
6854,0.007240130611549489
6855,0.02553676147092454
6856,-0.008591168216575573
6857,-0.03119810181032534
6858,0.0010123474084244855
6859,0.039192767330299416
6860,0.016618060299049553
6861,-0.044821881107200534
6862,-0.061015728763450516
6863,-0.006504498294700456
6864,0.047789202877174475
6865,0.03619569701779968
6866,-0.008518658450950456
6867,-0.007551861575950447
6868,0.04442152709592451
6869,0.07572157592404949
6870,0.05346107787717447
6871,0.030797747799049535
6872,0.05517714233029958
6873,0.08783070678342453
6874,0.062081683345924565
6875,-0.007946636966575493
6876,-0.040511578372825374
6877,-0.007753277591575625
6878,0.02179042358029948
6879,-0.011032330325950523
6880,-0.06608335571657542
6881,-0.06642173462282552
6882,-0.013086773685325515
6883,0.02092836303342449
6884,0.004516986080299379
6885,-0.010734234622825412
6886,0.013492083736549532
6887,0.03216737670529968
6888,-0.00739878540407557
6889,-0.06964439087282548
6890,-0.0758641174353254
6891,-0.02342344360720028
6892,0.011703509517799526
6893,-0.00465147095095042
6894,-0.018122174075950515
6895,0.014434710689674501
6896,0.04681434936154938
6897,0.014563616939674562
6898,-0.05734190063845057
6899,-0.0814634826697005
6900,-0.03469468384157537
6901,0.007352923580299375
6902,-0.014907574466575424
6903,-0.0589290588415754
6904,-0.05359556274782551
6905,-0.011072613529075515
6906,-0.005134869388450536
6907,-0.05420786743532546
6908,-0.08852915649782545
6909,-0.05053403931032552
6910,0.01861610717404938
6911,0.03700136108029972
6912,0.0016729919396745174
6913,-0.01414219360720037
6914,0.019800433345924517
6915,0.04811952514279949
6916,0.027454241939674606
6917,-0.00040562134157551277
6918,0.024110736080299677
6919,0.07702675170529938
6920,0.07649501342404963
6921,0.005548236080299418
6922,-0.056302593997825445
6923,-0.045442242435325575
6924,-0.002105572513450449
6925,-0.002887066654075454
6926,-0.04289634399782538
6927,-0.047327496341575515
6928,0.008827288814674539
6929,0.05715101928342459
6930,0.035937884517799557
6931,-0.01815440063845042
6932,-0.0258484924353255
6933,0.017850726314674548
6934,0.040119281002174434
6935,0.002599505611549535
6936,-0.03960117798220053
6937,-0.02037803345095046
6938,0.038234027095924494
6939,0.06383803100217467
6940,0.04660487670529956
6941,0.04281019897092442
6942,0.0706056091271745
6943,0.07492396850217453
6944,0.019067279049049368
6945,-0.046900494388450564
6946,-0.05615757446657543
6947,-0.025018658450950415
6948,-0.021489849857200483
6949,-0.05371641235720048
6950,-0.057503033450950536
6951,-0.0007037170447006247
6952,0.05664345092404943
6953,0.04241542358029937
6954,-0.021336773685325383
6955,-0.04667490845095057
6956,-0.00647227173220033
6957,0.02709974975217455
6958,-0.00760825806032539
6959,-0.06957993774782545
6960,-0.07790244751345043
6961,-0.02993320923220044
6962,0.0014151794396746187
6963,-0.018138287357200467
6964,-0.0359192932165755
6965,-0.0016382873572005074
6966,0.046290667720924494
6967,0.03461659545529949
6968,-0.029731793216575486
6969,-0.06413364868532545
6970,-0.033437847904075335
6971,-0.0009534729040754364
6972,-0.025816265872825372
6973,-0.07074815063845041
6974,-0.06379526977907557
6975,-0.011499615482200465
6976,0.011324847408424432
6977,-0.023713482669700525
6978,-0.05541636352907542
6979,-0.02556651001345034
6980,0.03016932983029963
6981,0.03205458373654957
6982,-0.02314146118532534
6983,-0.05622202759157546
6984,-0.026323834232200527
6985,0.008545306392799379
6986,-0.014069683841575475
6987,-0.0619502990759504
6988,-0.061829449466575426
6989,-0.018468609622825483
6990,-0.007414898685325522
6991,-0.05314439087282552
6992,-0.0856368225134505
6993,-0.041671734622825474
6994,0.03809706420529957
6995,0.05920546264279958
6996,0.004694232174049517
6997,-0.04520054321657563
6998,-0.033824566654075516
6999,-0.00450645141970063
7000,-0.02174766235720038
7001,-0.06628477173220038
7002,-0.06504404907595052
7003,-0.007406842044700435
7004,0.02984706420529948
7005,-0.008937603763450541
7006,-0.07612998657595038
7007,-0.08697422485720052
7008,-0.037723980716575456
7009,-0.005586041263450525
7010,-0.03248716431032528
7011,-0.06632505493532537
7012,-0.045418072513450536
7013,0.00355018920529937
7014,0.005838275142799665
7015,-0.042888287357200516
7016,-0.06759800415407557
7017,-0.031576763919700435
7018,0.005443499752174619
7019,-0.01800132446657554
7020,-0.06769468384157551
7021,-0.06566441040407534
7022,-0.010573101810325447
7023,0.019010882564674425
7024,-0.014182476810325584
7025,-0.047665875247825396
7026,-0.01264365845095039
7027,0.06056703490842463
7028,0.0818365661584246
7029,0.031031390377174617
7030,-0.01609190063845034
7031,-0.00422446899782547
7032,0.02374013061154967
7033,0.003235980220924528
7034,-0.04618345337282537
7035,-0.05270933227907548
7036,-0.01011387329470037
7037,0.010140521236549516
7038,-0.02507505493532558
7039,-0.05631065063845053
7040,-0.025792095950950333
7041,0.029532855220924414
7042,0.030644671627174436
7043,-0.024092144779075397
7044,-0.05198423462282542
7045,-0.00186387329470028
7046,0.07319984740842456
7047,0.09151259154904956
7048,0.056595111080299576
7049,0.04036903686154947
7050,0.06661757201779972
7051,0.07471449584592449
7052,0.01838246459592452
7053,-0.05332969360720052
7054,-0.05926743774782528
7055,-0.0005748107947005643
7056,0.04240736693967451
7057,0.025802630611549526
7058,-0.0015980041540755163
7059,0.01781849975217442
7060,0.05742494506467444
7061,0.0492716247521745
7062,-0.004063336185325506
7063,-0.028184918216575428
7064,0.007908831783424608
7065,0.04029652709592457
7066,0.007119281002174516
7067,-0.05424009399782537
7068,-0.058921002200950534
7069,0.0023336364709245494
7070,0.04983558959592438
7071,0.03120057983029967
7072,-0.004514508060325495
7073,0.016674456783424496
7074,0.07958070678342444
7075,0.09614515990842443
7076,0.03235267943967446
7077,-0.04133335571657537
7078,-0.05096909790407533
7079,-0.01971738891970043
7080,-0.02014439087282538
7081,-0.0574788635290755
7082,-0.06332798462282563
7083,-0.004820660404075472
7084,0.05920546264279958
7085,0.06183998412717462
7086,0.02382069701779943
7087,0.012356097408424471
7088,0.03282802123654949
7089,0.029283099361549603
7090,-0.012571148685325495
7091,-0.03221323852907543
7092,0.013065081783424581
7093,0.0734415466271745
7094,0.0714273864709245
7095,0.014853656002174587
7096,-0.016551129154075417
7097,0.00863392943967467
7098,0.033843157955299574
7099,0.012122454830299612
7100,-0.016623638919700534
7101,0.011389300533424462
7102,0.07659974975217443
7103,0.09110170287717456
7104,0.022974749752174617
7105,-0.05300742798220037
7106,-0.05564194946657541
7107,-0.00465147095095042
7108,0.019059222408424503
7109,-0.003491314700950543
7110,-0.010194439700950575
7111,0.03588954467404948
7112,0.08228773803342437
7113,0.06412807006467447
7114,0.005789935299049587
7115,-0.011684918216575468
7116,0.026769427486549535
7117,0.04654042358029953
7118,0.0001261169396744588
7119,-0.05813950806032553
7120,-0.05502964477907546
7121,-0.007559918216575534
7122,0.0073851501427995014
7123,-0.026887799075950625
7124,-0.045546978763450374
7125,-0.012442242435325435
7126,0.017496234127174493
7127,-0.013199566654075623
7128,-0.06827476196657534
7129,-0.06754160766970063
7130,-0.007237652591575383
7131,0.02991151733029951
7132,-0.005223492435325383
7133,-0.05669736938845049
7134,-0.04998618774782537
7135,-0.003128765872825623
7136,0.005105120845924516
7137,-0.042267926029075475
7138,-0.07438169556032537
7139,-0.04105137329470043
7140,0.00959266967404937
7141,0.003993304439674494
7142,-0.04472520141970038
7143,-0.05643955688845037
7144,-0.003773297122825481
7145,0.04705604858029955
7146,0.034801898189674496
7147,-0.0070281799353253405
7148,-0.004256695560325374
7149,0.04368031615842449
7150,0.06470009154904943
7151,0.027623431392799436
7152,-0.00949351196657533
7153,0.010486956783424484
7154,0.05356581420529949
7155,0.04459877318967442
7156,-0.014835064700950529
7157,-0.047690045169700435
7158,-0.024035748294700454
7159,-0.006109722904075632
7160,-0.04258213501345054
7161,-0.08638609009157538
7162,-0.06768662720095042
7163,-0.00581162720095052
7164,0.016102435299049533
7165,-0.022996441654075328
7166,-0.05283823852907554
7167,-0.02502671509157528
7168,0.012299700924049528
7169,-0.0046836975134503245
7170,-0.05001035766970041
7171,-0.04445933227907539
7172,0.021524554439674493
7173,0.06527211303342462
7174,0.028590228267799667
7175,-0.037578961185325443
7176,-0.045401959232200584
7177,0.005604632564674583
7178,0.032683001705299475
7179,-0.003821636966575337
7180,-0.04392759399782542
7181,-0.02517979126345038
7182,0.02144398803342451
7183,0.024102679439674368
7184,-0.01575352173220046
7185,-0.02492197876345048
7186,0.02889638061154942
7187,0.08237636108029966
7188,0.06465175170529958
7189,0.001834124752174482
7190,-0.018927838138450337
7191,0.023377581783424528
7192,0.05424257201779947
7193,0.018181048580299564
7194,-0.03703110962282552
7195,-0.030650250247825417
7196,0.0323043395959246
7197,0.06470814818967452
7198,0.021073382564674503
7199,-0.037683697513450465
7200,-0.035194195560325436
7201,0.011155657955299603
7202,0.024473284908424375
7203,-0.011894390872825511
7204,-0.03461411743532539
7205,-0.007334332279075539
7206,0.01790712279904949
7207,-0.015648785404075438
7208,-0.07272202759157542
7209,-0.0689676330603255
7210,0.006353900142799462
7211,0.06687538451779962
7212,0.046290667720924494
7213,-0.01062949829470039
7214,-0.01613218384157533
7215,0.03340004272092467
7216,0.05605531615842452
7217,0.008923968502174473
7218,-0.04637681274782546
7219,-0.03160899048220034
7220,0.03410902709592456
7221,0.06005946654904948
7222,0.01553041381467457
7223,-0.027588726810325426
7224,-0.002113629154075536
7225,0.05612782592404941
7226,0.06155800170529946
7227,0.004565325924049457
7228,-0.041494488529075335
7229,-0.038924420169700324
7230,-0.03698276977907544
7231,-0.07875645141970034
